--------------------------------------------------------------------------
** INTERNAL USE ONLY **
Intel(R) SoC Watch for Windows* OS Version 2025.5.0 [Jul  3 2025]
Build Ref: eb71eb355ee5245549cefdd6ebec487f4ec32c2d
Driver Version 2.20.2 [May  6 2025]
Copyright (c) 2024 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
email: SoCWatchDevelopers@intel.com 
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------
Command line options: -s 0 -o c:\hobl_data\socwatch\AI_Phi_12122025 -f temp -f npu -f gfx -f memss-pstate -f cpu-cstate -f hw-cpu-hwp -f hw-cpu-cstate -f hw-cpu-pstate -f os-cpu-cstate -f os-cpu-pstate -f hw-igfx-cstate -f hw-igfx-pstate -f display-state -f ddr-bw -f bw-all -f noc-pstate -f media-pstate -m -r auto --no-post-processing 

Program Started: N/A
Data Collection Started: 2025-12-13 02:31:52 GMT 
QPC Clock Frequency (MHz): 10 
CPU Base Operating Frequency (MHz): 3300
Collection duration (sec): 99.8664
Collection begin timestamp: 2659095192044
Collection end timestamp: 2660093853283
System Name: 17A-59DUT
Operating System: Windows 11 [11.0 build 26100.5074]
CPU: Lunar Lake
CPU ID (family.model.stepping): 0x6.0xbd.0x1
Platform ID: 0b111
Integrated GPU Device ID: 0x64a0
Intel(R) PMT: Lunar Lake SoCN (0x3072005)
Intel(R) PMT: Lunar Lake SoCN Fixed (0x3072105)
PCH: Lunar Lake PCH-M (LNPCH-M)
EDRAM Present: No
Supported S0ix State(s) for PCD die: S0i2.0 S0i2.1 S0i2.2  
Total # of packages: 1 
Total # of cores: 8 
Total # of logical processors: 8

CPU native model:
Package_0/Core_0 = LNC
Package_0/Core_1 = LNC
Package_0/Core_2 = LNC
Package_0/Core_3 = LNC
Package_0/Core_4 = SKT
Package_0/Core_5 = SKT
Package_0/Core_6 = SKT
Package_0/Core_7 = SKT
=============,
Idle Analysis,
=============,

Histogram of Idle Duration per Package: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Package_0,Total(count),54642,53887,379,39,41,86,42,57,47,50,14,0,0,0,0,
,ACPI C1,5975,5965,6,1,1,0,1,1,0,0,0,0,0,0,0,
,ACPI C2,43051,42990,54,1,1,1,1,2,1,0,0,0,0,0,0,
,ACPI C3,5616,4932,319,37,39,85,40,54,46,50,14,0,0,0,0,


Histogram of Busy Duration per Package (intervals between idles): Busy Hit Count,
Time Buckets,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Package_0,55543,47445,6436,596,377,226,38,173,97,35,89,22,9,0,0,


Histogram of Idle Duration per Package: Idle Time,
Time Buckets,,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Package_0,Total(ms),  11933.70,    535.47,    818.70,    235.20,    356.66,   1051.45,    656.01,   1236.48,   1863.17,   3384.89,   1795.69,      0.00,      0.00,      0.00,      0.00,
,ACPI C1,    138.06,     69.33,     14.95,      5.23,      8.91,      0.00,     15.64,     24.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C2,    382.03,    162.72,     92.05,      5.60,      7.60,     11.60,     15.72,     48.67,     38.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
,ACPI C3,  11413.62,    303.42,    711.71,    224.37,    340.15,   1039.85,    624.65,   1163.81,   1825.10,   3384.89,   1795.69,      0.00,      0.00,      0.00,      0.00,


Histogram of Busy Duration per Package (intervals between idles): Busy Time,
 Time Buckets,Total (ms),<=1ms (ms),<=5ms (ms),<=7ms (ms),<=10ms (ms),<=15ms (ms),<=16ms (ms),<=30ms (ms),<=50ms (ms),<=100ms (ms),<=500ms (ms),<=1s (ms),<=5s (ms),5s< (ms),Unknown (ms),
Package_0,  87929.17,   4174.41,  14491.09,   3521.98,   3122.82,   2771.47,    590.09,   3661.37,   3638.66,   2531.03,  21953.57,  16175.77,  11296.92,      0.00,      0.00,


Histogram of Idle Duration per Core: Idle Hit Count,
Time Buckets,,Total (count),<=1ms (count),<=5ms (count),<=7ms (count),<=10ms (count),<=15ms (count),<=16ms (count),<=30ms (count),<=50ms (count),<=100ms (count),<=500ms (count),<=1s (count),<=5s (count),5s< (count),Unknown (count),
Core_0,Total(count),202247,186726,13227,1463,387,195,54,68,49,59,19,0,0,0,0,
,ACPI C1,29355,28245,1005,62,27,9,6,0,0,1,0,0,0,0,0,
,ACPI C2,26152,24475,1483,142,24,14,8,5,1,0,0,0,0,0,0,
,ACPI C3,146740,134006,10739,1259,336,172,40,63,48,58,19,0,0,0,0,
Core_1,Total(count),266513,253769,10920,1114,279,207,36,72,47,51,18,0,0,0,0,
,ACPI C1,58071,56516,1400,106,24,21,2,2,0,0,0,0,0,0,0,
,ACPI C2,45916,43796,1871,178,40,26,2,3,0,0,0,0,0,0,0,
,ACPI C3,162526,153457,7649,830,215,160,32,67,47,51,18,0,0,0,0,
Core_2,Total(count),337480,323570,12452,889,186,174,43,44,45,42,35,0,0,0,0,
,ACPI C1,88498,86345,1984,120,21,27,1,0,0,0,0,0,0,0,0,
,ACPI C2,50604,48161,2238,153,22,24,3,1,0,2,0,0,0,0,0,
,ACPI C3,198378,189064,8230,616,143,123,39,43,45,40,35,0,0,0,0,
Core_3,Total(count),258940,242629,14123,1477,297,219,40,37,39,47,32,0,0,0,0,
,ACPI C1,48435,47511,827,63,15,18,0,1,0,0,0,0,0,0,0,
,ACPI C2,27759,26289,1305,105,27,23,6,2,1,1,0,0,0,0,0,
,ACPI C3,182746,168829,11991,1309,255,178,34,34,38,46,32,0,0,0,0,
Core_4,Total(count),16440,2076,11803,1780,233,103,27,145,96,102,68,5,2,0,0,
,ACPI C1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,82,49,30,2,0,0,0,1,0,0,0,0,0,0,0,
,ACPI C3,16355,2024,11773,1778,233,103,27,144,96,102,68,5,2,0,0,
Core_5,Total(count),15462,1414,11354,1866,284,120,31,143,98,86,55,9,2,0,0,
,ACPI C1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,150,115,25,2,4,3,0,1,0,0,0,0,0,0,0,
,ACPI C3,15311,1298,11329,1864,280,117,31,142,98,86,55,9,2,0,0,
Core_6,Total(count),15428,1399,11366,1882,252,115,39,151,102,63,52,5,2,0,0,
,ACPI C1,48,46,1,0,1,0,0,0,0,0,0,0,0,0,0,
,ACPI C2,169,131,37,0,1,0,0,0,0,0,0,0,0,0,0,
,ACPI C3,15211,1222,11328,1882,250,115,39,151,102,63,52,5,2,0,0,
Core_7,Total(count),15716,1677,11243,1951,275,119,30,150,109,85,72,4,1,0,0,
,ACPI C1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
